Cluster,Quote
2,2g1 zh up zh up ω wf 0 9982 2b0 9995ω0 998coi cid 2 cid 2 ωωfdf0 999 g 2ycneuqerf zh up 2 ycneuqerfb 0 9978ω wf 2b0 99850 9976ωcoi0 9980 9974ωfdf 2b0 9975 0
2,9996 ω 0 9994 0
2,tcl fdf tcl fdf0 996 0 9960 20 40 60 80 100 0 20 40 60 80 100time s time s a third order model b sixth order model1 0061 0041
2,page228228 8 dynamic state estimation8 1 1 dse problem formulationthe fdf based dse problem to estimate the rotor angular speed of syn chronous machines is formulated as the following optimization problem 1 1 cid 2 min cid 3 j ε t ε t u ε t 8 1 b b b2ε t
2,t μ t 8 2 n 1b
2,i e n and b is full rank
2,bg g bb bbg
2,g 1 g 1b 0 b
2,δ a 1 2 b 1 2 3g a1 b a2 b g b1 b b2 b b3 b a antenna b single machine connected to multiple busesωδ ag 1 3 ω d ω d
2,ωδ δ δ a 1 3g a1 b a3 bgrid ω
2,ωδ δ δ b 2 3g b2 b b3 b2ωδ
2,t u dε t 8 14 b b 0 b dμ t 8 15 n 1g bg b 1 0 u dε t b
2,dμ t 8 16 n 1b b bb b 0 b dω t b dε t b dω t 8 17 n 1bg
2,g bb b bb bbor equivalently 1 dj t 1 0 ε
2,t u 0 01 n 1 n 1 n g b b b dω t g0 0 0
2,b 0 n 1 n n n n n n g g
2,b bg g b0 dε t 8 18 n 1tot b 1 0 0 u b 0 n b 1 n b n n b n dμ t
2,g b bgj 8 20
2,t μ g b b j 1 s 8 23 ω t ω t
2,bg bb ω t b
2,1where h b ub equation 8 24 is consistent with 8 8 this canbb bbbe shown by exploiting the following matrix properties 1 1 1 1
2,page236236 8 dynamic state estimation table 8 1 sensitivities
2,ω ω d for the wscc systemg b
2,ω hb ω kg1 2 3 4 5 6 7 8 9 1 2 369 0 0 1 369 0 0 0 0 0 2 0 3 534 0 0 0 0 2 534 0 0 3 0 0 4 680 0 0 0 0 0 3
2,17 36μ t 17 36μ t 1 4 4 ω t b b b
2,no noise is considered in this example the error between the actual and theestimated rotor speeds is due exclusively to the pmu tracking apart from the cid 2 cid 2 first instants after the contingency such an error is below 0
2,pu i e 0 012hz for a 60 hz system and 0 01 hz for a 50 hz one zh up deepsralugnarotor1 080 0008 zh up ω ω1 060 0006 1 04 1 1 0 0004gg1 02 ω0 0002 1gω 1g1 00
2,ω d are relevant to determine the weight of bus cid 2 g bfrequency measurements in the estimation of rotor speeds the sub matrix of d for the aiits including generator buses columns and neighboring buses rows is shown in figure
2,25 ms 1354gω wls τ 100 ms 1354g10 9950 990 1 2 3 4 5 6time s a weighted least square1 01ω 1354g cid 2 cid 2 ω opt τ 0
2,ms 1354g1 005ω
2,zh up 4531subdeepsralugnarotor zh up 4531subdeepsralugnarotorω 1354g1 0075ω wls τ 0 ms 1354g1 005ω wls τ
2,25 ms 1354g1 0025 ω wls τ 100 ms 1354g10 99750 9950 99250 990 1 2 3 4 5 6time s a weighted least square1 01ω 1354g1 0075ω
2,is the inertia of the h th machine and m
2,t 8 39 coi b b where w m d
2,ycneuqerf zh up ycneuqerf1 10 9999 0 99990 9998 0
2,9998ω ω coi coi0 9997 0 9997ω ωcoi coi0 9996 0
2,9999ωcoi0 9998ω coi ω 0
2,e e i iω t 8 43 coimtotwhere m is the inertia of the synchronous machine
2,m is the combined inertiai eof the generators connected to the rest grid and m m m toti
2,2 coi1 003ω b n1 0021 00110 9990 9980 9970 9960 2 4 6 8 10time s b loss of the measure at machine busfigure 8 15 aiits estimation of the frequency of the coi of the north ireland sub area system after a three phase fault and pmu measurements atthe pilot bus ω and its neighboring bus ω p
2,nb bthat m me ixi
2,ω t 8 47 hcoi
2,i b im xitothassuming that x can be estimated the expression 8 47 can be utilizedeiby any conventional power plant where m and xi are known and
2,9960 994 0 9940 1 2 3 4 5 0 1 2 3 4 5time s time s a rotor speed and bus frequency b frequency of the coi1 008 1 008ω ω 2g coi1 006 1 006ω ω b 2 coi 21 004 1 0041 002 1 0021 10 998 0 998 cid 2 cid 2 0 996 0
2,9960 994 0 9940 1 2 3 4 5 0 1 2 3 4 5time s time s c rotor speed and bus frequency d frequency of the coi1 008 1 008ω ω 3g coi1 006 1 006ω ω b 3 coi 31 004 1 0041 002 1 0021 10 998 0
2,b h b h hk b h b kt t bkiequation 8 48 has the drawback that frequency variations have to be es timated with high accuracy the technology of pmus however has greatlyimproved in the last decade and the required precision is already available e
2,page258258 8 dynamic state estimation2 dwith t 1 s finally substituting 2 ω with the second time derivativedtigof the expression obtained from 8 51 8 53 becomes p t m
2,t g for t t 8 54 ig2d
2,9 1 r jω t
2,d2v t h r jω t lhd dand for a capacitor bank 2q
2,ωh kg jω t x c dx g
2,av b o bω l x av av avand in per unit pu ω l ω ω l ω ω lav av o av av av o avω
2,l ω x pu pu pu pux ω x ω
2,9980 996 zh up ω
2,h s q h s0 81 0
2,6no flux dyn no flux dyn 0 610 8flux dyn flux dyn 0 620 790 9 0 95 1 1 05 1 1 1 15 1 2 0 9 0 95 1 1 05 1 1 1 15 1 2time s time s
2,075 0 line 3 2 3 0 050 0
2,150 0 linetable a 2 base case power flow solution of the three bus system cid 2 cid 2 bus v v θ p q p qbg g d d kv pu kv rad pu mw pu mvar pu mw pu mvar 1 6 9 1 0000 0 0 3386 0
2,3222 0 0 2 6 9 0 9900 0 0269 0
2,2222 0 0285 0 0
2,k pu mw pu mvar pu mw pu mvar 1 3 0 1693 0 1611 0
2,0014 0 00411 3 0 1693 0 1611 0 0014 0 0041 2 3 0 2222 0 0285 0
2,204 0 204dx pu ω 0 0
2,58 0 58q cid 4 x pu ω 0
2,3qtable a 6 data of the turbines and turbine governors of the three bus system max min rp p t t t
2,κg rh sm t rhmachine pu mw pu mw pu hz mw s s s s all 5 5 1 5 0 05 0 1 50 0 0 45 0 0
2,t tef ef a ef
2,f a b cmachine s s s 0 0006 0
2,9 0 5 1 0 1 0 20 0 0
2,transf 2 2 7 0 0 0625 0 1 0 0
2,transf 3 3 9 0 0 0586 0 1 0 0
2,transf 4 6 4 0 0170 0 0920 0
2,1580 line 5 5 4 0 0100 0
2,1760 line 6 7 5 0 0320 0
2,3060 line 7 9 6 0 0390 0 1700 0
2,3580 line 8 7 8 0 0085 0 0720 0
2,kv pu kv rad pu mw pu mvar pu mw pu mvar 1 16 5 1 0400 0 0 7164 0
2,2705 0 02 18 1 0250 0
2,0343 0 0 0
2,2705 0 0 03122 7 1 6300 0 0665 0 0 1583 3 9 0 8500 0 1086 0 0 0410 6 4 0 3054 0 1654 0 0017 0
2,1551 5 4 0 4068 0 3869 0 0026 0 1579 7 5 0 8662 0 0838 0
2,0230 0 1969 9 6 0 6082 0 1807 0 0135 0
2,3153 7 8 0 7638 0 0080 0
2,0048 0 1150 9 8 0 2418 0
2,0312 0 0009 0
2,2118table a 11 total generation demand and losses for the base case operatingpoint of the wscc system cid 2 active power reactive power cid 2 type pu mw pu mvar generation 3 1964 0 2284demand 3 15 1 15 losses 0 04641 0
2,t x x x xn do qo
2,d d q qmachine kv s pu mw s s pu ω pu ω pu ω pu ω 1 16 5 47 28 8 96 0 310 0 1460 0 0608 0
2,0969 0 09692 18 0 12 80 6 00 0 535 0 8958 0
2,1198 0 8645 0
2,κg rh sm t rhmachine pu mw pu mw pu hz mw s s s s 1 1 6 0 0
2,50 0 0 45 0 1 0 252 3 2 0 0 05 0 50 0 0 45 0 1 0
2,253 1 7 0 0
2,50 0 0 45 0 1 0
2,25table a 14 data of the avrs of the wscc system a b k k k t t tef ef a ef f a b cmachine s s s 0 0039 1 555 20 0 1 0 0 063 0 2 0
2,0max mint t t v vef f r a aall s s s pu kv pu kv 0 314 0 35 0 001 5 0 5 0 cid 2 cid 2 c1 125
2,22304 0 0492 line3 2 3 0 04699 0 19797 0 0438 line4 2 4 0 05811 0
2,17632 0 0374 line5 2 5 0 05695 0
2,17388 0 0340 line6 3 4 0 06701 0 17103 0
2,0346 line7 4 5 0 01335 0
2,line8 4 7 0 0 20912 0 0 978 0 transf 9 4 9 0 0 55618 0 0 969 0 transf 10 5 6 0 0
2,25202 0 0 932 0 transf 11 6 11 0 09498 0
2,08450 0 line17 9 14 0 12711 0 27038 0 line18 10 11 0 08205 0
2,d kv pu kv rad pu mw pu mvar pu mw pu mvar
2,pu s 1 69 0 1 0600 0 2 324 0 1689 0 0 0 2 69 0 1 0450 0
2,0869 0 400 0 4240 0
2,217 0 127 0 3 69 0 1 0100 0 2220 0 0 2339 0 942 0 190 0 4 69 0 1 0186 0
2,1802 0 0 0 478 0 039 0 5 69 0 1 0203 0
2,1533 0 0 0
2,2482 0 0 1224 0
2,8 18 0 1 0900 0
2,2582 0 0 0
2,035 0 018 0
2,2632 0 0 0
2,2799 0 0 0
2,149 0 050 0
2,0429 0 07261 5 0 7555 0 0350 0
2,0276 0 06082 3 0 7319 0 0357 0
2,0232 0 0515 2 4 0 5614 0 0229 0
2,0168 0 0111 2 5 0 4251 0
2,0076 0 0090 0
2,0087 3 4 0 2333 0 0281 0
2,0037 0 0261 4 5 0 6122 0
2,1567 0 0052 0
2,0030 4 7 0 2809 0 0942 0 0
2,0169 4 9 0 1609 0
2,0032 0 0 01305 6 0 4406 0 1282 0 0
2,11 0 0734 0
2,0347 0 0005 0
2,0717 0 0021 0 0042 7 8 0 0 1691 0 0 00457 9 0 2809 0 0580 0 0 00809 10 0 0524 0 0431 0 0001 0
2,00039 14 0 0944 0
2,0367 0 0012 0 0025 10 11 0 0377 0 0153 0 0001 0
2,0001 0 000113 14 0 0563 0
2,033 0 099 0 099 0 21 0 21qox pu ω 0 8979 1 05 1 05 1 25 1 25d
2,2396 0 0 0
2,646 0 98 0 98 1 22 1 22q cid 4 x pu ω 0
2,0006efb 0 9 0 9 0 9 0 9 0 9efk 200 0 20 0 20 0 20 0 20 0ak 1 0 1 0 1 0 1 0 1 0efk 0
2,001 0 001 0 001 0 001
2,ft s 0 02 0 02 0 02 0 02 0 02at s 0 0 0 0
2,0bt s 0 0 0 0
2,0ct s 0 19 1 98 1 98 0 7 0
2,7eft s 1 0 1 0 1 0 1 0 1 0ft s 0 001 0 001 0 001 0 001 0
2,001rmaxv pu kv 9 99 2 05 1 7 2 2 2 2aminv pu kv 0 0 0 0 0 0 1 0 1 0 cid 2 a cid 2 table a 21 data of the pss of the ieee 14 bus system max mink t t t t t v vw w 1 2 3 4s smachine s s s s s pu kv pu kv 1 5 0 10 0 0
2,kv 1 h k pu ω pu ω pu ω rad pu
2,kv 1 1 2 0 0035 0 0411 0
2,line2 1 39 0 0010 0 0250 0 1 000 0
2,transf 3 2 3 0 0013 0
2,0151 0 2572 line4 2 25 0 0070 0 0086 0 1460 line5 2 30 0 0 0181 0 1 025 0 transf 6 3 4 0 0013 0 0213 0
2,2214 line7 3 18 0 0011 0
2,2138 line8 4 5 0 0008 0
2,0128 0 1342 line9 4 14 0 0008 0
2,0129 0 1382 line10 5 8 0 0008 0
2,0112 0 1476 line11 6 5 0 0002 0 0026 0 0434 line12 6 7 0 0006 0
2,1130 line13 6 11 0 0007 0 0082 0 1389 line14 6 31 0 0 0250 0
2,1 070 0 transf 15 7 8 0 0004 0
2,0046 0 0780 line16 8 9 0 0023 0
2,0363 0 3804 line17 9 39 0 0010 0 0250 0 1 0 0
2,transf 18 10 11 0 0004 0 0043 0
2,1723 line24 14 15 0 0018 0
2,0217 0 3660 line25 15 16 0 0009 0 0094 0
2,1710 line26 16 17 0 0007 0 0089 0
2,1342 line27 16 19 0 0016 0
2,3040 line28 16 21 0 0008 0
2,2548 line29 16 24 0 0003 0
2,0059 0 0680 line30 17 18 0 0007 0
2,1319 line31 17 27 0 0013 0
2,3216 line32 19 20 0 0007 0
2,0138 0 line33 19 33 0 0007 0 0142 0 1 070 0 transf 34 20 34 0 0009 0 0180 0 1 009 0
2,transf 35 21 22 0 0008 0
2,0140 0 2565 line36 22 23 0 0006 0
2,0096 0 1846 line37 22 35 0 0 0143 0
2,1 025 0 transf 38 23 24 0 0022 0
2,0350 0 3610 line39 23 36 0 0005 0
2,5130 line41 25 37 0 0006 0
2,2490 line46 29 38 0 0008 0
2,page287a 4 new england system 287table a 23 base case power flow solution of the new england system bus v v
2,θ p q p qbg g
2,kv pu kv rad pu mw pu mvar pu mw pu mvar 1 230 1 0406 0
2,1067 0 0 0 0
2,1340 0 0 0 0
2,1084 0 0 3 2900 0
2,1313 0 0 2 8100 0
2,0126 0 0 2 8350 0 2690 30 18 1 0475 0
2,0583 2 5000 1 5466 0 031 18 0 9820 0 5 2082 2 0767 0
2,0920 0 046032 18 0 9831 0
2,0448 6 5000 2 1294 0 033 18 0 9972 0 0728 6 3200 1 1181 0 034 18 1 0123 0
2,0550 5 0800 1 6665 0 035 18 1 0493 0
2,0979 6 5000 2 1456 0 036
2,18 1 0635 0
2,1450 5 6000 1 0240 0
2,037 18 1 0278 0
2,lossh k pu mw pu mvar pu mw pu mvar 1 2 1 2416 0
2,4106 0 0050 0
2,70291 39 1 2416 0
2,4106 0 0016 0
2,0395 2 3 3 6468 0 9228 0 0171 0 0784 2 25 2 3933 0 7735 0
2,0412 0 1109 2 30 2 5000 1 4040 0 0 1426 3 4 0 9311 1 1304 0 0030 0
2,1794 3 18 0 5214 0 1532 0 0003 0
2,2230 4 5 1 3677 0 0347 0 0015 0
2,1109 4 14 2 7042 0 4954 0 0060 0
2,0435 5 8 3 1737 0
2,6914 0 0085 0
2,02816 5 4 5471 0 6258 0 0042 0 01066 7 4 2068 1 0118 0 0112 0
2,0587 6 11 3 6378 0 3923 0 0092 0
2,0329 6 31 5 1162 1 2452 0 0 7855 7 8 1 8576 0 1131 0
2,0014 0 0607 8 9 0 1986 0 8667 0
2,0012 0 3657 9 39 0 1997 0
2,5011 0 0003 0 0070 10 11 3 6520 0
2,0404 10 32 6 5000 1 1613 0 0 9681 12 11 0 0007 0
2,1007 14 15 0 0518 0
2,3900 0 0001 0
2,3740 15 16 3 1483 1 5459 0 0105 0 0689 16 17 2 3004 0 4144 0 0036 0
2,16 19 5 0266 0 5062 0
2,0382 0 1367 16 21 3 2959 0
2,1127 0 0082 0
2,1321 16 24 0 4267 0 9921 0
2,0666 17 18 2 1046 0
2,1243 0 0029 0 1059 17 27 0 1922 0
2,4411 0 0001 0 3425 19 33 6 2910 0 5299 0 0290 0
2,5882 19 20 1 2262 0 1130 0 0011 0 0213 20 34 5 0549 1 1644 0 0251 0 5021 21 22 6 0441 0 9051 0 0279 0 2111 22 23 0 4280 0 4208 0
2,0002 0 1984 22 35 6 5000 1 5371 0 0
2,608523 24 3 5384 0
2,0123 23 36 5 5857 0 2446 0 0143 0
2,5549 25 37 5 3834 0
2,5908 0 0166 0
2,2247 0 0079 0
2,1065 29 38 8 2477 0
2,x x xn do qo
2,d d q qgen kv s pu mw s s pu ω pu ω pu ω pu ω 1 18 0 84 0 10 2 0 10 0 1000 0 0310 0
2,0690 0 00802 18 0 60 6 6 56 1 50 0 2950 0 0697 0
2,06973 18 0 71 6 5 70 1 50 0 2495 0
2,2370 0 08764 18 0 57 2 5 69 1 50 0 2620 0
2,2580 0 16605 18 0 52 0 5 40 0 44 0 6700 0 1320 0
2,08147 18 0 52 8 5 66 1 50 0 2950 0 0490 0 2920 0 18608 18 0
2,48 6 6 70 0 41 0 2900 0 0570 0
2,2800 0 09119 18 0 69 0 4 79 1 96 0 2106 0 0570 0
2,2050 0 058710 18 0 1 000 0 7 00 0 70 0 0200 0
2,0060 0 0190 0 0080table a 27 data of the turbines and turbine governors of the new englandsystem max min rmachine p p t t t
2,sm t rhgen pu mw pu mw pu hz mw s s s s 1 4 0 0 0 0355 1 82 50 0 0 45 0 0 0 252 7 0 0 0 0385 6 67 50 0 0 45 0 0 0 253 8 0 0 0 0316 5 00 50 0 0 45 0 0 0 254 8 0 0 0 0316 5 00 50 0 0 45 0 0 0
2,7 0 0 0 0232 20 00 50 0 0 45 0 0 0 256 8 0 0 0 0316 5 00 50 0 0 45 0 0 0
2,257 7 0 0 0 0303 2 00 50 0 0 45 0 0 0 258 7 0 0 0 0303 2 00 50 0 0 45 0 0 0
2,259 10 0 0 0
2,0350 10 00 50 0 0 45 0 0 0 2510 13 0 0 0 0539 25 00 50 0 0 45 0 0 0 25 cid 2 trimsize 170mm
2,200 0 0 0 0 015 10 0 1 0max mint t t v vef f r a aall s s s pu kv pu kv 0 0 0 01 5 0 5 0table
2,a 29 data of the psss of the new england system max minmachine k t t t t t v vw w 1 2 3 4s sgen s s s s s pu kv pu kv 1 1 0 10 0 1 0 0 05 3 0 0
2,50 0 2 0 2 2 0 5 10 0 5 0 0 40 1 0 0 10 0 2 0 2 3 0 5 10 0 3 0 0 20 2 0 0 20 0 2 0 2 cid 2 cid 2 4 2 0 10 0 1 0 0 10 1 0 0
2,30 0 2 0 2 5 1 0 10 0 1 5 0 20 1 0 0 10 0 2 0 2 6 4 0 10 0 0 5 0 10 0 5 0 05 0 2 0 2 7 7 5 10 0 0 2 0 02 0 5 0 10 0 2 0 2 8 2 0 10 0 1 0 0 20 1 0 0 10 0 2 0 2 9 2 0 10 0 1 0 0 50 2 0 0 10 0 2 0 2 10 1 0 10 0 5 0 0 60 3 0 0
2,f d galiana
2,ed new york ny john wiley sons 2008 121 b mandelbrot how long is the coast of britain statistical self similarity and fractional dimension science 156 3775
2,636 638 1967 122 d p mandic s kanna
2,page304304 bibliography 130
2,f milano and a ortega converter interfaced energy storage systems context modelling and dynamic analysis cambridge uk cambridgeuniversity press 2019 133
2,139 minyuan guan wulue pan jing zhang
2,pss e 190 33 5 program application guide siemens power technologiesinternational oct 2013 191 a m simoes
2,page314314 indexhadamard product 71 142 pdf probability density function hann window 100 101 196 198hardware in the loop 150 petri nets 46hartley series 17 pi proportional integral control 96 109 heaviside step function 43
2,fs 3 fp 47 5hzofp 50hz0 03fp
2,02where f represents all the frequencies where zeros arek0 01placed and f is the sampling frequency the frequencys n hedutingam0response of the filter can be written as follows 0
2,f f k π f f k π
2,f f kj j j 0 04
2,h f b e fs fs e fs fs e fs fs 0 50 100 150onk2j fig 2 envelopesofimpulseresponsesofthefilterdesignedforsystem 5 frequencies f 47 5 50 52 5hz2j p cid 4 cid 5 cid 6 cid 7 cid
2,3 π f f k π f fj j k π
2,f b 2 e fs fs 2 sin 6 ofs f 2 magnitude response for fp 47 5 hzsmagnitude response for fp 50 hzk1 8magnitude response for fp 52 5 hz1 6f and f aredesignparametersofthefilterthatdeterminek s1 4the shape of its response and the amount of rejection offered1
2,2by the filter the input filter is designed by placing zeros at1the following set of frequencies in 6 1 dc component 0 8 2 integral harmonic components of the fundamental 3 0 60 4frequencies lying exactly in between the integral multiples0
2,2ofthefundamental toaccomplishthis f isassignedvaluesk0 0 25 50 75 100 125 150 175 200 225 250 275 300as 0
2,the coeffi o oπ πf
2,f 3200hzarechosenthrough s for k n 8 where n f f
2,so taking k n 8 out the simulations and the value of m is taken as n 4s o123 electricalengineering53 50 2actual frequency estimated frequencyestimated frequency50 1552 5 zh 50 152 zh ycneuqerf50
2,0551 5ycneuqerf zh 5051detamitse zh 49 9550 549 95049 8549 549 80 1 0 2 0 3 0 4 0 5 0 6 0 7 0 80 1 0 15 0 2 0 25 0 3 0 35 0 4time sec time sec fig 5 frequency calculation when a large step change in frequencyfig 7 frequency calculation during 50 step change in amplitudeoccurs50 00252
2,851 53rd harmonic5th harmonic0 7510 650 5 zh 0 5 zhm ycneuqerf zh 50 0 4rorre0 349 50 2490 1actual frequencyestimated frequency48
2,51etamitsenoitamitse 0 0152 5050 00852
2,mv method dft based3digitalfilter 44 2270 4 4426 0 4796
2,n1 a bounded closed interval 0
2,4 π2 2ξ xuniquefixedpoint
2,intheinterval 0
2,electricalengineering 3 given g
2,n l this leads to upper limit of 12 routraya pradhanak raokp 2002
2,5829 pei d xia y 2019 robust power system frequency estimationbased on a sliding window approach math probl eng 2019 5 1 publisher snote springer nature remains neutral with regard to juris 10dictional claims in published maps and institutional affiliations 123
2,fixed time step simulation
2,variable structure control 8 9 disturbance rejection controlz yan
2,and y xu are with the school of electrical and electronic 10 and model predictive control 11
2,i i 1 r res ltraining protocol and reward function data driven control i obtain cooperative behaviour without full communication i ip pci mincontroller for area i governor
2,turbine tie
2,i icj mjcontroller for
2,area j governor turbinen tie
2,i i ilfc model of the multi area power system section iii presentsthe framework of the proposed method and
2,a ma drl modelfor optimizing lfc performance section iv solves the0885 8950 c
2,ci i generationinterconnectedcommands
2,i dt metsys agent 1 p c1 area
2,1observedwhere max x y and min
2,i i idtlearning1 noise sampled from a noise process to actor auto correlatedg 1 for all areas agent i agent n noise based on moving average is employed as the exploration g n
2,y n reinforcement learningt ci t
2,i however the action gradients estimated by critic may exhibitrespect to parameters of ith agent high variance 24 for multi area power systems with 11
2,i i k iformula eq 11 without the critic approximations 1
2,i i a 1 2 n
2,i i ji observations o of each agent are local the global statei k information is available during offline training hereby thei ma drl problem 9 using the global information this section k
2,i iinvestigates the effects of eq 12 on the incremental change ofoobservation in kth learning iteration j is the objective of iaparameters updating given by 9 i
2,i i may take a long time to converge or even converge toi
2,t g tbased on 9 18 to calculate the gradient of action value q here the s in2 g
2,g t 3 g t with respect to control parameters of each control agent the 16 represents s domain after laplace transformation global control performance can be optimized with 18 22 3 2 3 2 1 0c
2,algorithmthe eq 16 and taking inverse laplace transformation thethe proposed data driven cooperative control approach enables online optimal lfc after parameters of the controlthe gradient of each variables with respect to a t
2,it yields i a 1 a 2 a 3 0 0 0 rules the algorithm for data driven cooperative lfc method 0 1 algorithm 1 ma drl in continuous action domain for lfc component of eq 12 with ai 1 generate a lfc database by measuring the response data of i
2,pid controller
2,ij i i0where the r is droop coefficients of speed regulator thethe lfc database 3 utilize single agent drl to obtain the optimized 0for convenience since lfc concerns more on frequency 4 initialize control agents for all areasrestoration rather than noise suppression 25 high order terms1 n 0
2,i tie i ij
2,dt dt iconditions of saturation zones are satisfied 14 update the actor policy of ith agent using sampled deepdeterministic policy gradient k then the component in eq 12 needs to k
2,i i i 1 calculate the gradient of control actions with respect to the i iparameters of different actor deep neural networks i15 end for k n 1 20
2,i i l gradient of control policies with respect to the parameters in17 end foreach deep neural network layers 18 end forwith 11 12 18 and 20
2,the formulas of multi agentddpg can be expressed by v c sase tudy
2,i i ai t t
2,i i i in this case the simulation is carried out on a three area
2,i i ai t t
2,i i i in table
2,ystemt t h
2,d r tg t ijparameter s s p u hz p u hz hz p u p u hz area 1 0 10 0 40 0 0833 0
2,33 t 0 01512area 2 0 12 0 38 0 1000 0 0020 0
2,35 0 0750 0 0010 0
2,40 t 0 0123
2,037 0 035ma drl approach dqn lfc may have the largest ace deep q learningbased on the simulation 0
2,028 0 031based on different lfc methods considering gdb and grc isshown in fig 8 and fig 9 respectively it can be observed thatproposed ma drl 0 0105 0 023 0 029the
2,002this paper presents a data driven cooperative load frequency deep q learning 1 35e 4 0 0119 0 002 15 19 control method for multi area power systems the proposedsingle agent ddpgmethod is based on multi agent deep reinforcement learning 3 4e 05 0 0044 0
2,002 22 that incorporates a centralized learning and decentralizedproposed ma
2,drl 3 2e 05 0 0047 0
2,002implementation framework during centralized learning thecontroller parameters are coordinately optimized to improveno control 0 013
2,no 1 pp 371 380 2014 27 p vincent h latochelle
2,i lajoie and p a manzagol stacked 5 n chuang robust
2,degrees from south2017 china university of technology guangzhou china in 2008 and 2011 9 k liao and y
2,no 7 pp electronic engineering nanyang technological university ntu and a3076 3086 2018 cluster director at energy research institute ntu eri n singapore 10
2,h zhang k hengster_movric and a das cooperativeenergy systems control of multi agent systems optimal and adaptive designapproaches new york ny usa springer 2013 13 h
2,toimperial college london sw7 2bt u k e mail b pal imperial ac uk the changes in generation mixes and load compositions par
2,and y chen predictive dynamic security as 1137 1144 sep 2019 sessment through advanced computing in ieee pes general meeting 42 a rouhani and a abur constrained
2,iterated unscented kalman filter2014
2,no 4 pp 4414 4423 jul 2018 32
2,freemleestimationforonlinerotoranglestability
2,no 4 pp society general meeting 2020
2,i l ortega rivera v
2,a k x k b k u k h k w k it can be shown davis vinter 1985 and yeh 1990 thata kf is the best estimator for the state of 1 in the sense
2,k h k is the covariance matrix of the process noiserespectively representing respectively the uncertainty intand
2,g k g k is the covariance matrix of thethe model and in the measurements the matrices a k b k measurement noise inside the system not whitec
2,k g k is smaller than h k h k whatmakes sense given that both are positive definite the kfadditional restrictions must be done in the stochasticshould put more confidence in
2,k a k p k c
2,v k a v k 1 where the matrix a is given
2,i 2007 is to consider only the fundamental component in the n
2,v k c v k 3 n n 3 n in order to represent the disturbances all the components 3 n 3 n n noise and errors for example the quantization noise process sin 0 0
2,cosand measurement noise should be added which put the model in the form presented in 1 but with null exogenous controlinput b k 0 thus the complete signal model is and the state vector is given by v k v k v k v k a1 b1 c1q tv k where the first three components are three phasea1v
2,k 1 a k v k h w k signals and the last component is orthogonal to the first thematrix c that represents the output of the model that is thev k c v k
2,the total harmonic distortion thd whichskhz
2,01 the matrix a or the sampling frequency in order to maintain aand for the three phase system fixed number of samples per fundamental period n 0 0 0025 0
2,t e 0 0 0 0
2,t these values were found following the suggestion of simon t2001 and references therein note that the entries of hh k tare much greater than the ones in gg
2,66 v what is the mean value ofthe measured amplitudes which in this case coincides withthe positive sequence magnitude s eq figure 4 kf 1φ case 3 input voltage and filter outputs
2,so p l chu
2,137 no 2 march 1990 pages vol 28 no 1 january february 1992 pages 96 111 119 issn 0143 7038 104 issn 0093 9994 2 dash p k chilukuri m v 2004 hybrid s transform and kalman filtering approach for 14 marafao f p deckmann s m marafao
2,no 1 january 2002 pages 16 mcgrth b p holmes
2,d g galloway j 2005 44 49 issn 1350 2360 power converter line synchronization
2,20 b c d n 40 m numberofsamplesoftheprony smodel hamming a andblackman b c d
2,t w secomb and m intaglietta is updated at every sampled value after each sampling cycle the prony spectral line estimation psle method for the analysis ofthe newest sample is taken into the calculation while the oldest vascularoscillations ieeetrans
2,80 pp 520 568 apr 1992 section ii have also been shown the best accuracy has 9 k f eichhorn t lobos and p ruczewski constrained frequencybeen achieved using the blackman smoothing window fig 2 domain algorithm for determination of parameters of fundamentalsinewave of signals iee
2,9 pp 612 618 may 1994 11 t lobos and j rezmer digitale ermittlung der frequenz mit an accuracy of the developed method for realistic voltagewendung des prony modells in proc 34th int wiss koll technischedistortion and frequency deviation the error was less thanuniversita t ilmenau ilmenau germany
2,cneuq 50er fde49 5tamitwe will haves49ena em48 5 480 0 05 0 1 0 15 0 2 0 25 0
2,3time s accordingly the system frequency is adaptively estimated asfig 1 the learning curves of different algorithms when the system isbalanced
2,and we call the resultant algorithm augmented inverse power iv conclusioniterations aipi and summarize it in table
2,45 pp 426 430 ackf and acekf algorithms moreover the increase in apr 1996 4 a cataliotti v cosentino
2,d yazdani and a bakhshai robust adaptive frequency instrum
2,x x vector is in relating with mcombined method has good accuracy and acceptable speed inequality constraint g x 0 and j 1 d that d
2,isihowever the zero crossing method is sensitive to switching l u xtransients 4 noise and harmonics 5 this method is based
2,i 1 f 48 52 hz1 2 dthif
2,the i parameter of the given problem has its lower andθ 0 6 3 radl ux xupper bound as and respectively then we mayi ith 3 simulation resultsinitialize the i component of population members as to illustrate the effectiveness of the proposed method l u l
2,i iby composing x
2,2 the new one chooses instant of previous one as u p e 0g t 5 loi
2,4finally the best solution determines as final output 0 62 2 objective function and study 0
2,6eulavs f 49 405 49 335sentif 1θ 4 1992 4 672error 0 004678 0 0230 5iteration 45 38000 5 10 15 20 25 30 35 40 45 50proposed method is tested for different cases comparison of a iterationthe results is presented in table 7
2,it s clear that de algorithm1with 0 28 error has minimum estimation error and ga has0 81 94 all results are obtained in less than 1 seconds and de0
